Head Instruction, Head Value, Head Ready, Empty, Full
1,0,00000001,0,00000000,00000000,00000001,00000000,0,0,0
1,0,00000002,0,00000000,00000000,00000001,00000000,0,0,0
1,0,00000003,0,00000000,00000000,00000001,00000000,0,0,0
1,0,00000004,0,00000000,00000000,00000001,00000000,0,0,0
1,0,00000005,0,00000000,00000000,00000001,00000000,0,0,0
1,0,00000006,1,00000005,00000005,00000001,00000000,0,0,0
1,0,00000007,1,00000004,00000004,00000001,00000000,0,0,0
1,0,00000008,1,00000003,00000003,00000001,00000000,0,0,0
1,0,00000009,1,00000002,00000002,00000001,00000000,0,0,0
1,0,00000010,1,00000001,00000001,00000001,00000001,1,0,1
0,0,00000000,1,00000006,00000006,00000001,00000001,1,0,1
0,0,00000000,1,00000007,00000007,00000001,00000001,1,0,1
0,0,00000000,1,00000008,00000008,00000001,00000001,1,0,1
0,0,00000000,1,00000009,00000009,00000001,00000001,1,0,1
0,0,00000000,1,00000010,00000010,00000001,00000001,1,0,1
0,1,00000000,0,00000000,00000000,00000002,00000002,1,0,0
0,1,00000000,0,00000000,00000000,00000003,00000003,1,0,0
0,1,00000000,0,00000000,00000000,00000004,00000004,1,0,0
0,1,00000000,0,00000000,00000000,00000005,00000005,1,0,0
0,1,00000000,0,00000000,00000000,00000006,00000006,1,0,0
0,1,00000000,0,00000000,00000000,00000007,00000007,1,0,0
0,1,00000000,0,00000000,00000000,00000008,00000008,1,0,0
0,1,00000000,0,00000000,00000000,00000009,00000009,1,0,0
0,1,00000000,0,00000000,00000000,00000010,00000010,1,0,0
0,1,00000000,0,00000000,00000000,00000000,00000000,0,1,0
